tournament_location,tournament_name,Date,indoor_or_outdoor,Surface,Round,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,loser_id,winner_id,match_id,Winner_Sets_Before,Winner_Gems_Before,Loser_Sets_Before,Loser_Gems_Before,tournament_id,draw_size,tournament_level,tournament_date,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Mallorca,Mallorca Championships,2023-07-01,Outdoor,Grass,The Final,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,105173,111153,Mallorca_2023_111153_105173,5.0,10.0,5.0,10.0,2023-8994,32,A,2023-07-01,,,Christopher Eubanks,R,201.0,USA,27.1,4.0,,Adrian Mannarino,L,183.0,FRA,34.9,3,62.0,11.0,0.0,48.0,35.0,31.0,6.0,9.0,0.0,0.0,4.0,0.0,41.0,22.0,15.0,10.0,8.0,0.0,3.0,77.0,738.0,43.0,972.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,7.0,6.0,3.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,202104,144642,London_2023_144642_202104,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,Q,Tomas Barrios Vera,R,191.0,CHI,25.5,,,Sebastian Baez,R,170.0,ARG,22.5,5,212.0,7.0,1.0,134.0,97.0,70.0,23.0,22.0,6.0,8.0,3.0,7.0,159.0,117.0,80.0,21.0,22.0,8.0,10.0,133.0,456.0,46.0,955.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,3.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,122669,207518,London_2023_207518_122669,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,14.0,,Lorenzo Musetti,R,185.0,ITA,21.3,,,Juan Pablo Varillas,R,185.0,PER,27.7,5,122.0,5.0,4.0,88.0,59.0,47.0,15.0,14.0,3.0,4.0,4.0,3.0,84.0,52.0,32.0,15.0,14.0,6.0,12.0,16.0,2210.0,63.0,806.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,7.0,6.0,4.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,209414,106234,London_2023_106234_209414,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,,Aslan Karatsev,R,185.0,RUS,29.8,,,Luca Van Assche,R,,FRA,19.1,5,200.0,11.0,8.0,135.0,74.0,55.0,34.0,20.0,8.0,10.0,6.0,6.0,148.0,88.0,53.0,35.0,21.0,14.0,20.0,50.0,888.0,75.0,758.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,2.0,6.0,2.0,6.0,6.0,4.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,206909,111442,London_2023_111442_206909,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,,Jordan Thompson,R,183.0,AUS,29.2,,,Brandon Nakashima,R,185.0,USA,21.9,5,210.0,16.0,2.0,137.0,85.0,59.0,32.0,25.0,4.0,9.0,11.0,2.0,141.0,88.0,65.0,30.0,23.0,4.0,7.0,70.0,769.0,55.0,855.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,126845,126094,London_2023_126094_126845,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,7.0,,Andrey Rublev,R,188.0,RUS,25.7,,,Max Purcell,R,185.0,AUS,25.2,5,93.0,6.0,1.0,94.0,69.0,53.0,12.0,16.0,4.0,6.0,8.0,3.0,71.0,45.0,32.0,12.0,15.0,0.0,5.0,7.0,4255.0,64.0,796.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,7.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,127339,109739,London_2023_109739_127339,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,Q,Maximilian Marterer,L,191.0,GER,28.0,,,Borna Gojo,R,196.0,CRO,25.3,5,166.0,17.0,6.0,136.0,83.0,73.0,28.0,23.0,6.0,7.0,14.0,11.0,144.0,85.0,63.0,31.0,21.0,9.0,13.0,170.0,342.0,112.0,557.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,105077,128034,London_2023_128034_105077,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,17.0,,Hubert Hurkacz,R,196.0,POL,26.3,,,Albert Ramos,L,188.0,ESP,35.4,5,100.0,15.0,1.0,80.0,54.0,45.0,15.0,14.0,4.0,4.0,2.0,3.0,80.0,60.0,38.0,8.0,13.0,3.0,7.0,18.0,2060.0,76.0,752.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,3.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,106398,104925,London_2023_104925_106398,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,2.0,,Novak Djokovic,R,188.0,SRB,36.1,,,Pedro Cachin,R,185.0,ARG,28.2,5,132.0,13.0,3.0,90.0,57.0,44.0,20.0,15.0,2.0,3.0,10.0,3.0,103.0,70.0,46.0,14.0,16.0,7.0,11.0,2.0,7595.0,68.0,772.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,200000,111581,London_2023_111581_200000,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,LL,Michael Mmoh,R,188.0,USA,25.4,11.0,,Felix Auger Aliassime,R,193.0,CAN,22.8,5,247.0,12.0,4.0,146.0,104.0,85.0,22.0,25.0,3.0,5.0,17.0,8.0,151.0,91.0,73.0,31.0,24.0,2.0,5.0,119.0,527.0,12.0,2760.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,3.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,104755,144895,London_2023_144895_104755,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,,Corentin Moutet,L,178.0,FRA,24.2,,,Richard Gasquet,R,185.0,FRA,37.0,5,146.0,12.0,3.0,103.0,69.0,46.0,20.0,17.0,8.0,11.0,1.0,4.0,111.0,76.0,47.0,14.0,16.0,8.0,14.0,71.0,768.0,51.0,875.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,2.0,5.0,7.0,6.0,2.0,6.0,0.0,,,3.0,1.0,Completed,206681,105676,London_2023_105676_206681,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,WC,David Goffin,R,180.0,BEL,32.5,,LL,Fabian Marozsan,R,191.0,HUN,23.7,5,115.0,6.0,4.0,85.0,52.0,44.0,24.0,17.0,1.0,2.0,6.0,8.0,97.0,61.0,39.0,15.0,17.0,6.0,13.0,123.0,503.0,96.0,626.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,1.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,106005,106281,London_2023_106281_106005,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,WC,Liam Broady,L,183.0,GBR,29.4,,,Constant Lestienne,R,180.0,FRA,31.1,5,122.0,6.0,2.0,85.0,44.0,32.0,24.0,14.0,5.0,8.0,4.0,3.0,91.0,63.0,32.0,12.0,14.0,8.0,16.0,142.0,422.0,74.0,761.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,7.0,5.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,111505,200670,London_2023_200670_111505,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,,J J Wolf,R,183.0,USA,24.5,,Q,Enzo Couacaud,R,183.0,FRA,28.3,5,122.0,11.0,4.0,108.0,59.0,47.0,32.0,18.0,4.0,4.0,16.0,3.0,99.0,61.0,45.0,22.0,16.0,4.0,6.0,48.0,924.0,158.0,363.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,104545,144719,London_2023_144719_104545,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,,Jaume Munar,R,183.0,ESP,26.1,,,John Isner,R,206.0,USA,38.1,5,158.0,5.0,9.0,139.0,99.0,67.0,20.0,20.0,9.0,12.0,17.0,6.0,107.0,62.0,46.0,19.0,19.0,4.0,9.0,109.0,570.0,103.0,595.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,1.0,5.0,7.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,106362,134770,London_2023_134770_106362,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,4.0,,Casper Ruud,R,183.0,NOR,24.5,,Q,Laurent Lokoli,R,188.0,FRA,28.7,5,168.0,6.0,7.0,107.0,66.0,52.0,25.0,19.0,6.0,8.0,6.0,11.0,120.0,78.0,52.0,18.0,19.0,5.0,11.0,4.0,4960.0,199.0,290.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,5.0,7.0,7.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,105583,123828,London_2023_123828_105583,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,WC,Jan Choinski,R,,GBR,27.0,,,Dusan Lajovic,R,180.0,SRB,33.0,5,155.0,8.0,2.0,128.0,88.0,57.0,24.0,20.0,6.0,11.0,7.0,5.0,123.0,80.0,50.0,21.0,21.0,5.0,13.0,164.0,348.0,56.0,854.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,144684,144707,London_2023_144707_144684,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,,Mikael Ymer,R,183.0,SWE,24.8,,,Alex Molcan,L,178.0,SVK,25.5,5,104.0,5.0,1.0,75.0,54.0,44.0,13.0,14.0,0.0,0.0,2.0,6.0,98.0,65.0,43.0,14.0,14.0,10.0,14.0,59.0,831.0,83.0,721.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,7.0,5.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,136440,106214,London_2023_106214_136440,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,Q,Oscar Otte,R,196.0,GER,29.9,,,Dominik Koepfer,L,180.0,GER,29.1,5,128.0,21.0,11.0,114.0,69.0,58.0,18.0,17.0,3.0,5.0,3.0,3.0,106.0,62.0,45.0,23.0,17.0,3.0,7.0,233.0,251.0,86.0,681.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,7.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,111456,122330,London_2023_122330_111456,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,23.0,,Alexander Bublik,R,196.0,KAZ,26.0,,,Mackenzie Mcdonald,R,178.0,USA,28.2,5,169.0,24.0,11.0,124.0,78.0,70.0,19.0,21.0,3.0,4.0,6.0,8.0,141.0,88.0,61.0,27.0,22.0,7.0,11.0,26.0,1354.0,54.0,855.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,3.0,7.0,6.0,3.0,6.0,7.0,5.0,,,3.0,1.0,Completed,127157,126846,London_2023_126846_127157,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,,Aleksandar Vukic,R,188.0,AUS,27.2,,,Daniel Altmaier,R,191.0,GER,24.8,5,156.0,11.0,3.0,115.0,75.0,59.0,21.0,21.0,2.0,5.0,6.0,2.0,129.0,79.0,55.0,26.0,22.0,5.0,10.0,87.0,679.0,66.0,778.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,0.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,200175,106043,London_2023_106043_200175,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,,Diego Schwartzman,R,170.0,ARG,30.8,,,Miomir Kecmanovic,R,183.0,SRB,23.8,5,124.0,2.0,4.0,96.0,71.0,50.0,8.0,13.0,6.0,8.0,0.0,4.0,97.0,63.0,39.0,8.0,12.0,11.0,18.0,98.0,615.0,41.0,1020.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,7.0,5.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,200325,104527,London_2023_104527_200325,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,,Stan Wawrinka,R,183.0,SUI,38.2,,,Emil Ruusuvuori,R,188.0,FIN,24.2,5,138.0,6.0,3.0,109.0,71.0,53.0,19.0,17.0,9.0,11.0,3.0,3.0,106.0,62.0,43.0,22.0,17.0,7.0,12.0,88.0,674.0,47.0,936.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,106415,123755,London_2023_123755_106415,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,,,Daniel Elahi Galan,R,191.0,COL,27.0,24.0,,Yoshihito Nishioka,L,170.0,JPN,27.7,5,109.0,11.0,4.0,87.0,52.0,41.0,17.0,14.0,6.0,8.0,3.0,4.0,77.0,54.0,34.0,8.0,14.0,0.0,6.0,85.0,693.0,27.0,1351.0
London,Wimbledon,2023-07-03,Outdoor,Grass,1st Round,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,207678,206173,London_2023_206173_207678,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-03,8.0,,Jannik Sinner,R,188.0,ITA,21.8,,,Juan Manuel Cerundolo,L,183.0,ARG,21.6,5,90.0,7.0,0.0,58.0,40.0,33.0,16.0,12.0,2.0,2.0,5.0,3.0,87.0,54.0,30.0,14.0,12.0,7.0,13.0,8.0,3345.0,111.0,560.0
London,Wimbledon,2023-07-04,Outdoor,Grass,1st Round,6.0,0.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,104871,207989,London_2023_207989_104871,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-04,1.0,,Carlos Alcaraz,R,185.0,ESP,20.1,,,Jeremy Chardy,R,188.0,FRA,36.3,5,113.0,10.0,2.0,73.0,45.0,38.0,17.0,13.0,3.0,4.0,1.0,10.0,94.0,61.0,35.0,10.0,13.0,7.0,14.0,1.0,7675.0,542.0,65.0
London,Wimbledon,2023-07-04,Outdoor,Grass,1st Round,6.0,3.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,Completed,126106,104918,London_2023_104918_126106,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-04,,,Andy Murray,R,190.0,GBR,36.1,,WC,Ryan Peniston,U,,GBR,27.6,5,121.0,5.0,0.0,73.0,46.0,35.0,16.0,11.0,2.0,2.0,2.0,4.0,71.0,37.0,23.0,11.0,11.0,6.0,13.0,40.0,1030.0,268.0,207.0
London,Wimbledon,2023-07-04,Outdoor,Grass,1st Round,6.0,3.0,4.0,6.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,207830,111815,London_2023_111815_207830,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-04,12.0,,Cameron Norrie,L,188.0,GBR,27.8,,Q,Tomas Machac,R,183.0,CZE,22.7,5,152.0,8.0,2.0,115.0,74.0,57.0,17.0,18.0,5.0,8.0,13.0,5.0,139.0,89.0,51.0,22.0,18.0,14.0,21.0,13.0,2610.0,108.0,573.0
London,Wimbledon,2023-07-04,Outdoor,Grass,1st Round,6.0,2.0,6.0,3.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,105554,111460,London_2023_111460_105554,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-04,,,Quentin Halys,R,191.0,FRA,26.6,27.0,,Daniel Evans,R,175.0,GBR,33.1,5,175.0,23.0,5.0,134.0,77.0,60.0,35.0,20.0,5.0,5.0,12.0,5.0,110.0,61.0,44.0,31.0,20.0,5.0,9.0,79.0,741.0,30.0,1321.0
London,Wimbledon,2023-07-04,Outdoor,Grass,1st Round,6.0,7.0,5.0,7.0,6.0,3.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,126523,144869,London_2023_144869_126523,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-04,29.0,,Tomas Martin Etcheverry,R,196.0,ARG,23.9,,,Bernabe Zapata Miralles,R,185.0,ESP,26.4,5,277.0,10.0,3.0,205.0,140.0,100.0,31.0,28.0,17.0,21.0,1.0,5.0,167.0,124.0,83.0,24.0,28.0,9.0,15.0,32.0,1201.0,53.0,856.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,3.0,6.0,6.0,3.0,6.0,2.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,200615,208502,London_2023_208502_200615,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,Q,Dominic Stricker,L,180.0,SUI,20.8,,,Alexei Popyrin,R,196.0,AUS,23.9,5,189.0,17.0,6.0,144.0,86.0,68.0,30.0,24.0,10.0,14.0,25.0,5.0,158.0,90.0,68.0,27.0,24.0,9.0,15.0,117.0,535.0,93.0,645.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,5.0,7.0,6.0,3.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,132686,202103,London_2023_202103_132686,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,18.0,,Francisco Cerundolo,R,185.0,ARG,24.8,,,Nuno Borges,R,185.0,POR,26.3,5,172.0,11.0,8.0,123.0,76.0,60.0,22.0,20.0,6.0,8.0,5.0,9.0,169.0,106.0,70.0,26.0,20.0,17.0,22.0,19.0,1860.0,69.0,770.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,6.0,7.0,6.0,4.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,110602,105683,London_2023_105683_110602,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,,Milos Raonic,R,196.0,CAN,32.5,,Q,Dennis Novak,R,183.0,AUT,29.8,5,158.0,28.0,2.0,125.0,88.0,77.0,20.0,22.0,2.0,2.0,4.0,4.0,123.0,70.0,52.0,31.0,21.0,5.0,8.0,849.0,20.0,159.0,362.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,124116,208103,London_2023_208103_124116,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,,Jiri Lehecka,R,185.0,CZE,21.6,,WC,Sebastian Ofner,R,191.0,AUT,27.1,5,99.0,4.0,2.0,89.0,70.0,50.0,15.0,15.0,2.0,2.0,7.0,7.0,101.0,64.0,46.0,18.0,15.0,7.0,10.0,37.0,1083.0,72.0,768.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,200059,126207,London_2023_126207_200059,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,10.0,,Frances Tiafoe,R,188.0,USA,25.4,,,Yibing Wu,R,183.0,CHN,23.7,5,150.0,14.0,4.0,117.0,73.0,48.0,24.0,17.0,7.0,11.0,9.0,1.0,108.0,69.0,45.0,13.0,15.0,5.0,11.0,10.0,3085.0,62.0,814.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,6.0,1.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,200647,105777,London_2023_105777_200647,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,21.0,,Grigor Dimitrov,R,188.0,BUL,32.1,,Q,Sho Shimabukuro,U,,JPN,25.9,5,93.0,8.0,4.0,63.0,34.0,29.0,17.0,11.0,4.0,4.0,4.0,3.0,75.0,38.0,17.0,17.0,11.0,3.0,10.0,24.0,1430.0,162.0,357.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,7.0,5.0,6.0,7.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,144750,106296,London_2023_106296_144750,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,,Gregoire Barrere,R,183.0,FRA,29.3,,,Lloyd Harris,R,193.0,RSA,26.3,5,190.0,11.0,0.0,155.0,95.0,66.0,38.0,22.0,8.0,10.0,20.0,5.0,161.0,109.0,70.0,28.0,24.0,7.0,13.0,49.0,889.0,208.0,279.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,209259,106421,London_2023_106421_209259,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,3.0,,Daniil Medvedev,R,198.0,RUS,27.3,,WC,Arthur Fery,R,,GBR,20.9,5,132.0,7.0,3.0,87.0,56.0,44.0,15.0,15.0,2.0,4.0,2.0,0.0,101.0,62.0,37.0,19.0,16.0,6.0,12.0,3.0,5890.0,391.0,118.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,6.0,3.0,7.0,5.0,4.0,6.0,3.0,6.0,6.0,1.0,3.0,2.0,Completed,106432,105550,London_2023_105550_106432,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,,Guido Pella,L,185.0,ARG,33.1,13.0,,Borna Coric,R,188.0,CRO,26.6,5,211.0,7.0,2.0,160.0,115.0,80.0,25.0,24.0,14.0,17.0,16.0,1.0,131.0,95.0,71.0,16.0,23.0,3.0,8.0,308.0,170.0,14.0,2305.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,7.0,6.0,1.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,126239,124186,London_2023_124186_126239,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,,Alexandre Muller,R,183.0,FRA,26.4,,,Arthur Rinderknech,R,196.0,FRA,27.9,5,155.0,6.0,7.0,141.0,93.0,58.0,24.0,20.0,13.0,18.0,15.0,4.0,107.0,73.0,52.0,18.0,19.0,3.0,8.0,84.0,711.0,82.0,722.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,2.0,6.0,7.0,6.0,6.0,7.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,105138,126128,London_2023_126128_105138,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,,Roman Safiullin,R,185.0,RUS,25.9,20.0,,Roberto Bautista Agut,R,183.0,ESP,35.2,5,243.0,17.0,9.0,170.0,110.0,81.0,33.0,27.0,5.0,9.0,6.0,3.0,184.0,125.0,87.0,31.0,29.0,9.0,13.0,92.0,663.0,23.0,1480.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,126127,208004,London_2023_208004_126127,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,Q,Harold Mayot,R,178.0,FRA,21.4,,,Benjamin Bonzi,R,185.0,FRA,27.0,5,118.0,15.0,1.0,100.0,68.0,53.0,18.0,16.0,7.0,8.0,5.0,3.0,89.0,55.0,39.0,17.0,15.0,2.0,6.0,181.0,321.0,94.0,638.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,7.0,5.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,208278,126205,London_2023_126205_208278,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,16.0,,Tommy Paul,R,185.0,USA,26.1,,Q,Shintaro Mochizuki,R,,JPN,20.0,5,109.0,6.0,4.0,92.0,45.0,34.0,28.0,14.0,4.0,5.0,4.0,2.0,80.0,54.0,35.0,9.0,14.0,1.0,7.0,15.0,2250.0,212.0,276.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,6.0,4.0,2.0,6.0,4.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,105870,126203,London_2023_126203_105870,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,9.0,,Taylor Fritz,R,193.0,USA,25.6,,,Yannick Hanfmann,R,193.0,GER,31.6,5,181.0,15.0,3.0,144.0,101.0,72.0,25.0,25.0,9.0,13.0,10.0,4.0,135.0,94.0,66.0,26.0,24.0,3.0,7.0,9.0,3310.0,45.0,962.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,5.0,7.0,6.0,4.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,105430,133430,London_2023_133430_105430,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,26.0,,Denis Shapovalov,L,185.0,CAN,24.2,,Q,Radu Albot,R,175.0,MDA,33.6,5,150.0,13.0,7.0,105.0,60.0,51.0,22.0,19.0,4.0,7.0,0.0,6.0,124.0,81.0,51.0,18.0,19.0,9.0,16.0,29.0,1335.0,107.0,580.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,3.0,6.0,7.0,6.0,6.0,2.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,106233,126774,London_2023_126774_106233,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,5.0,,Stefanos Tsitsipas,R,193.0,GRE,24.8,,,Dominic Thiem,R,185.0,AUT,29.8,5,236.0,13.0,3.0,153.0,100.0,82.0,38.0,27.0,2.0,3.0,15.0,4.0,178.0,107.0,79.0,46.0,29.0,9.0,11.0,5.0,4670.0,91.0,666.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,207785,208029,London_2023_208029_207785,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,6.0,,Holger Rune,R,185.0,DEN,20.1,,WC,George Loffhagen,R,,GBR,22.2,5,129.0,7.0,2.0,86.0,57.0,46.0,20.0,16.0,5.0,5.0,9.0,6.0,103.0,66.0,50.0,14.0,14.0,8.0,11.0,6.0,4510.0,371.0,130.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,7.0,6.0,4.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,200624,106210,London_2023_106210_200624,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,,Jiri Vesely,L,198.0,CZE,29.9,22.0,,Sebastian Korda,R,196.0,USA,22.9,5,179.0,23.0,11.0,146.0,99.0,75.0,25.0,20.0,10.0,11.0,19.0,3.0,114.0,75.0,57.0,23.0,20.0,1.0,4.0,528.0,67.0,25.0,1355.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,4.0,6.0,7.0,5.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,106329,111153,London_2023_111153_106329,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,,Christopher Eubanks,R,201.0,USA,27.1,,,Thiago Monteiro,L,183.0,BRA,29.0,5,166.0,28.0,4.0,117.0,89.0,76.0,12.0,22.0,1.0,2.0,10.0,4.0,112.0,58.0,45.0,37.0,21.0,2.0,5.0,43.0,976.0,95.0,626.0
London,Wimbledon,2023-07-05,Outdoor,Grass,1st Round,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,106198,106218,London_2023_106218_106198,0.0,0.0,0.0,0.0,2023-540,128,G,2023-07-05,,,Marcos Giron,R,180.0,USA,29.9,,,Hugo Dellien,R,180.0,BOL,30.0,5,128.0,16.0,1.0,99.0,64.0,55.0,19.0,17.0,6.0,7.0,3.0,6.0,108.0,69.0,52.0,17.0,16.0,8.0,11.0,65.0,795.0,171.0,340.0
